#Total No. of Collocate Types: 19
#Total No. of Collocate Tokens: 81
1	18	15	3	3.55494	я
2	7	7	0	2.64825	не
3	6	6	0	4.07432	так
4	4	4	0	3.50386	ты
5	2	2	0	6.13321	правильно
6	2	2	0	3.57862	очень
7	2	2	0	1.27523	ну
8	15	1	14	3.97671	что
9	2	1	1	4.35185	понимать
10	2	1	1	4.40529	надо
11	2	1	1	1.74519	как
12	3	1	2	0.92051	и
13	2	1	1	2.41211	все
14	2	1	1	0.73020	вот
15	2	0	2	1.22632	это
16	2	0	2	3.33880	но
17	2	0	2	3.79336	если
18	3	0	3	1.88212	да
19	3	0	3	1.43973	а
